state,window_date,window_days,winning_size,frequency,population_variance
MADHYA PRADESH,2022-06-13,10,M,58,58663.86920332932
MADHYA PRADESH,2022-06-14,10,M,55,46325.68925619841
MADHYA PRADESH,2022-06-15,10,M,51,53603.38408304489
MADHYA PRADESH,2022-06-16,10,M,57,77909.99815327796
MADHYA PRADESH,2022-06-17,10,M,58,79255.02853745542
MADHYA PRADESH,2022-06-18,10,M,60,79089.8208333333
MADHYA PRADESH,2022-06-19,10,M,59,82461.37259408215
MADHYA PRADESH,2022-06-20,10,M,57,89640.15512465383
MADHYA PRADESH,2022-06-21,10,M,57,89411.402277624
MADHYA PRADESH,2022-06-22,10,M,55,98734.83504132228
MADHYA PRADESH,2022-06-23,10,M,48,113504.11067708337
MADHYA PRADESH,2022-06-24,10,M,46,116880.1290170133
MADHYA PRADESH,2022-06-25,10,M,48,116927.52604166663
MADHYA PRADESH,2022-06-26,10,M,37,95382.64864864864
MADHYA PRADESH,2022-06-27,10,M,32,104892.0302734375
MADHYA PRADESH,2022-06-28,10,M,30,105206.29888888897
MADHYA PRADESH,2022-06-29,10,M,30,100009.12888888898
MADHYA PRADESH,2022-06-30,10,M,29,98293.14387633768
MADHYA PRADESH,2022-07-01,10,M,23,99185.96975425334
MADHYA PRADESH,2022-07-02,10,M,19,94967.29085872573
MADHYA PRADESH,2022-07-03,10,3XL,16,82054.109375
MADHYA PRADESH,2022-07-04,10,3XL,14,81822.96428571426
MADHYA PRADESH,2022-07-05,10,3XL,13,84089.32544378698
MADHYA PRADESH,2022-07-06,10,3XL,10,88485.40999999997
MADHYA PRADESH,2022-07-07,10,3XL,7,98291.14285714284
MADHYA PRADESH,2022-07-08,10,S,3,17323.55555555559
MADHYA PRADESH,2022-07-09,10,L,1,0.0
MAHARASHTRA,2022-04-01,5,M,5,34017.83999999991
MAHARASHTRA,2022-04-02,5,XL,43,70763.30016224989
MAHARASHTRA,2022-04-03,5,XL,75,60453.02648888889
MAHARASHTRA,2022-04-04,5,XL,118,70160.69893708709
MAHARASHTRA,2022-04-05,5,L,152,78720.46671572031
MAHARASHTRA,2022-04-06,5,L,205,83344.78681737062
MAHARASHTRA,2022-04-07,5,L,215,83815.99818280147
MAHARASHTRA,2022-04-08,5,L,230,82013.32516068051
MAHARASHTRA,2022-04-09,5,L,236,79895.87783682847
MAHARASHTRA,2022-04-10,5,L,231,72660.40085455665
MAHARASHTRA,2022-04-11,5,L,225,65139.65795555565
MAHARASHTRA,2022-04-12,5,L,224,66367.48596938775
MAHARASHTRA,2022-04-13,5,L,215,64139.36744186049
MAHARASHTRA,2022-04-14,5,L,216,60196.490397805115
MAHARASHTRA,2022-04-15,5,L,218,64901.18872569647
MAHARASHTRA,2022-04-16,5,L,218,66353.47994697414
MAHARASHTRA,2022-04-17,5,M,224,69981.79015864164
MAHARASHTRA,2022-04-18,5,M,237,74630.08043582761
MAHARASHTRA,2022-04-19,5,M,226,77623.11982144258
MAHARASHTRA,2022-04-20,5,M,216,65654.89120370365
MAHARASHTRA,2022-04-21,5,L,218,54387.65103947476
MAHARASHTRA,2022-04-22,5,M,214,60381.02340815787
MAHARASHTRA,2022-04-23,5,M,226,60269.06431592145
MAHARASHTRA,2022-04-24,5,M,252,58235.89128243888
MAHARASHTRA,2022-04-25,5,M,262,62392.322300565196
MAHARASHTRA,2022-04-26,5,M,242,65630.97665801516
MAHARASHTRA,2022-04-27,5,XL,239,52283.15911836276
MAHARASHTRA,2022-04-28,5,XL,235,55256.43813490262
MAHARASHTRA,2022-04-29,5,XL,212,56473.53390886437
MAHARASHTRA,2022-04-30,5,XXL,186,69986.11530234711
MAHARASHTRA,2022-05-01,5,XL,192,62300.471978081565
MAHARASHTRA,2022-05-02,5,XL,201,61482.10400732659
MAHARASHTRA,2022-05-03,5,XL,236,62786.41065785696
MAHARASHTRA,2022-05-04,5,XL,270,58837.95172839507
MAHARASHTRA,2022-05-05,5,L,278,67510.73127684905
MAHARASHTRA,2022-05-06,5,XL,268,57830.71222711075
MAHARASHTRA,2022-05-07,5,L,240,68277.2947222222
MAHARASHTRA,2022-05-08,5,M,222,91114.12898709514
MAHARASHTRA,2022-05-09,5,M,210,107191.39990929706
MAHARASHTRA,2022-05-10,5,M,181,109498.80797289463
MAHARASHTRA,2022-05-11,5,M,171,114223.88208337605
MAHARASHTRA,2022-05-12,5,M,172,97988.66725256894
MAHARASHTRA,2022-05-13,5,M,169,80610.56573649385
MAHARASHTRA,2022-05-14,5,M,156,60552.34253780404
MAHARASHTRA,2022-05-15,5,M,156,73267.11550788954
MAHARASHTRA,2022-05-16,5,M,147,70364.79133694299
MAHARASHTRA,2022-05-17,5,XXL,144,63692.508053626516
MAHARASHTRA,2022-05-18,5,XL,145,111980.40076099889
MAHARASHTRA,2022-05-19,5,XXL,152,58959.60734072013
MAHARASHTRA,2022-05-20,5,3XL,164,61015.66522903036
MAHARASHTRA,2022-05-21,5,XL,147,96974.0433152853
MAHARASHTRA,2022-05-22,5,XL,146,69493.19009194971
MAHARASHTRA,2022-05-23,5,M,161,77547.90748813696
MAHARASHTRA,2022-05-24,5,XL,168,63727.089994331065
MAHARASHTRA,2022-05-25,5,XL,181,69044.20878483565
MAHARASHTRA,2022-05-26,5,XL,193,71233.59682139114
MAHARASHTRA,2022-05-27,5,XL,195,69672.99445101898
MAHARASHTRA,2022-05-28,5,XL,194,68149.12339249655
MAHARASHTRA,2022-05-29,5,XL,170,66929.12885813147
MAHARASHTRA,2022-05-30,5,XL,163,61431.883699047845
MAHARASHTRA,2022-05-31,5,XL,155,57362.378772112424
MAHARASHTRA,2022-06-01,5,XL,168,62487.01782171201
MAHARASHTRA,2022-06-02,5,XL,178,64560.637072339305
MAHARASHTRA,2022-06-03,5,XL,187,71176.8691126426
MAHARASHTRA,2022-06-04,5,XL,185,74902.00046749454
MAHARASHTRA,2022-06-05,5,L,198,76964.29795429029
MAHARASHTRA,2022-06-06,5,L,194,77070.002364757
MAHARASHTRA,2022-06-07,5,L,195,80309.04378698219
MAHARASHTRA,2022-06-08,5,XL,189,71011.85963438882
MAHARASHTRA,2022-06-09,5,L,208,88242.72152366868
MAHARASHTRA,2022-06-10,5,L,220,76440.14452479343
MAHARASHTRA,2022-06-11,5,L,215,84106.34712817747
MAHARASHTRA,2022-06-12,5,L,208,77528.59245562128
MAHARASHTRA,2022-06-13,5,L,226,70370.94933040958
MAHARASHTRA,2022-06-14,5,L,204,71656.30476259126
MAHARASHTRA,2022-06-15,5,L,177,77672.59797631577
MAHARASHTRA,2022-06-16,5,L,173,80243.72648601694
MAHARASHTRA,2022-06-17,5,L,171,82654.15724496421
MAHARASHTRA,2022-06-18,5,XL,161,96472.69549785886
MAHARASHTRA,2022-06-19,5,L,147,89040.39909297053
MAHARASHTRA,2022-06-20,5,XL,153,95016.93177837576
MAHARASHTRA,2022-06-21,5,XL,179,94216.21247776278
MAHARASHTRA,2022-06-22,5,XL,180,80909.8808333333
MAHARASHTRA,2022-06-23,5,XL,184,93689.80857159721
MAHARASHTRA,2022-06-24,5,XL,192,92344.38018120656
MAHARASHTRA,2022-06-25,5,XL,184,91537.52170959354
MAHARASHTRA,2022-06-26,5,XL,160,79256.08902343753
MAHARASHTRA,2022-06-27,5,XL,151,89689.27968071576
MAHARASHTRA,2022-06-28,5,XL,139,86488.74209409446
MAHARASHTRA,2022-06-29,5,XL,133,85683.07456611446
MAHARASHTRA,2022-06-30,5,XL,111,78953.17815112416
MAHARASHTRA,2022-07-01,5,M,85,98773.89674740488
MAHARASHTRA,2022-07-02,5,M,54,93482.01543209882
MAHARASHTRA,2022-07-03,5,XL,29,39933.731272294826
MAHARASHTRA,2022-07-04,5,S,8,41062.1875
MANIPUR,2022-04-02,10,M,2,323761.0
MANIPUR,2022-04-03,10,XL,3,20682.666666666686
MANIPUR,2022-04-04,10,XL,3,20682.666666666686
MANIPUR,2022-04-05,10,XL,3,20682.666666666686
MANIPUR,2022-04-06,10,XXL,5,42518.96000000008
MANIPUR,2022-04-07,10,XXL,5,42518.96000000008
MANIPUR,2022-04-08,10,XXL,5,42518.96000000008
MANIPUR,2022-04-09,10,L,9,49172.02469135809
MANIPUR,2022-04-10,10,L,10,53047.01000000001
MANIPUR,2022-04-11,10,L,11,48230.80991735542
MANIPUR,2022-04-12,10,L,13,77783.9171597634
MANIPUR,2022-04-13,10,L,15,87613.95555555553
MANIPUR,2022-04-14,10,L,15,87613.95555555553
MANIPUR,2022-04-15,10,L,15,87613.95555555553
MANIPUR,2022-04-16,10,L,13,79008.68639053253
MANIPUR,2022-04-17,10,L,10,101038.81000000006
MANIPUR,2022-04-18,10,L,11,105056.77685950417
MANIPUR,2022-04-19,10,M,9,109928.17283950618
MANIPUR,2022-04-20,10,M,9,109928.17283950618
MANIPUR,2022-04-21,10,M,9,73933.72839506168
MANIPUR,2022-04-22,10,M,8,34352.859375
MANIPUR,2022-04-23,10,M,7,39240.20408163263
MANIPUR,2022-04-24,10,XXL,7,137751.06122448982
MANIPUR,2022-04-25,10,XXL,12,105689.85416666663
MANIPUR,2022-04-26,10,XXL,10,79880.7599999999
MANIPUR,2022-04-27,10,XXL,10,79880.7599999999
MANIPUR,2022-04-28,10,XXL,11,88199.83471074386
MANIPUR,2022-04-29,10,XXL,11,108204.79338842968
MANIPUR,2022-04-30,10,XXL,9,92739.11111111112
MANIPUR,2022-05-01,10,XXL,9,81189.11111111112
MANIPUR,2022-05-02,10,L,9,94542.83950617281
MANIPUR,2022-05-03,10,L,10,85176.29000000004
MANIPUR,2022-05-04,10,XXL,8,81462.359375
MANIPUR,2022-05-05,10,L,9,86852.54320987652
MANIPUR,2022-05-06,10,L,8,89950.4375
MANIPUR,2022-05-07,10,XL,7,89665.38775510201
MANIPUR,2022-05-08,10,L,7,70784.0
MANIPUR,2022-05-09,10,L,7,76748.20408163255
MANIPUR,2022-05-10,10,M,8,56607.859375
MANIPUR,2022-05-11,10,M,7,4735.959183673491
MANIPUR,2022-05-12,10,M,9,30444.666666666686
MANIPUR,2022-05-13,10,XXL,10,81499.75999999995
MANIPUR,2022-05-14,10,XXL,11,88516.87603305792
MANIPUR,2022-05-15,10,M,9,30517.358024691348
MANIPUR,2022-05-16,10,M,9,30517.358024691348
MANIPUR,2022-05-17,10,M,9,27334.691358024662
MANIPUR,2022-05-18,10,M,12,21930.020833333314
MANIPUR,2022-05-19,10,M,12,21930.020833333314
MANIPUR,2022-05-20,10,M,9,28853.061728395114
MANIPUR,2022-05-21,10,M,8,32440.1875
MANIPUR,2022-05-22,10,M,7,3312.6938775510644
MANIPUR,2022-05-23,10,XL,13,34803.6213017751
MANIPUR,2022-05-24,10,XL,13,34803.6213017751
MANIPUR,2022-05-25,10,XL,13,34803.6213017751
MANIPUR,2022-05-26,10,XL,13,34803.6213017751
MANIPUR,2022-05-27,10,XL,12,35489.55555555562
MANIPUR,2022-05-28,10,XL,12,35489.55555555562
MANIPUR,2022-05-29,10,XL,12,35489.55555555562
MANIPUR,2022-05-30,10,XL,12,41041.90972222219
MANIPUR,2022-05-31,10,XL,11,18732.909090909117
MANIPUR,2022-06-01,10,XL,11,18732.909090909117
MANIPUR,2022-06-02,10,M,7,99582.40816326527
MANIPUR,2022-06-03,10,XXL,7,93344.81632653071
MANIPUR,2022-06-04,10,XXL,7,93344.81632653071
MANIPUR,2022-06-05,10,XXL,5,91475.84000000003
MANIPUR,2022-06-06,10,XXL,5,91475.84000000003
MANIPUR,2022-06-07,10,XXL,5,93776.95999999996
MANIPUR,2022-06-08,10,XXL,5,93776.95999999996
MANIPUR,2022-06-09,10,XXL,6,78555.47222222225
MANIPUR,2022-06-10,10,M,6,249122.8055555555
MANIPUR,2022-06-11,10,M,7,119448.0
MANIPUR,2022-06-12,10,M,7,111221.38775510201
MANIPUR,2022-06-13,10,M,9,111975.95061728405
MANIPUR,2022-06-14,10,M,9,111975.95061728405
MANIPUR,2022-06-15,10,M,14,144478.53061224485
MANIPUR,2022-06-16,10,M,14,144478.53061224485
MANIPUR,2022-06-17,10,M,13,122444.02366863907
MANIPUR,2022-06-18,10,M,13,87793.13609467458
MANIPUR,2022-06-19,10,M,12,91770.5555555555
MANIPUR,2022-06-20,10,M,12,91973.22222222219
MANIPUR,2022-06-21,10,M,10,110077.64000000007
MANIPUR,2022-06-22,10,M,10,112059.3600000001
MANIPUR,2022-06-23,10,M,8,43809.859375
MANIPUR,2022-06-24,10,M,9,119498.61728395062
MANIPUR,2022-06-25,10,XL,6,200270.80555555556
MANIPUR,2022-06-26,10,M,6,124215.91666666663
MANIPUR,2022-06-27,10,M,6,124215.91666666663
MANIPUR,2022-06-28,10,XL,5,132529.19999999995
MANIPUR,2022-06-29,10,M,6,157333.66666666663
MANIPUR,2022-06-30,10,XL,5,132529.19999999995
MANIPUR,2022-07-01,10,XL,5,132529.19999999995
MANIPUR,2022-07-02,10,S,4,28704.25
MANIPUR,2022-07-03,10,S,4,28704.25
MANIPUR,2022-07-04,10,XL,4,159536.5
MANIPUR,2022-07-05,10,S,3,14453.55555555562
MANIPUR,2022-07-06,10,S,2,17424.0
MANIPUR,2022-07-07,10,S,2,17424.0
MANIPUR,2022-07-08,10,M,1,0.0
MEGHALAYA,2022-04-02,10,3XL,1,0.0
MEGHALAYA,2022-04-03,10,S,3,123774.0
MEGHALAYA,2022-04-04,10,S,4,98313.1875
MEGHALAYA,2022-04-05,10,S,5,81282.23999999993
MEGHALAYA,2022-04-06,10,S,5,81282.23999999993
MEGHALAYA,2022-04-07,10,S,5,81282.23999999993
MEGHALAYA,2022-04-08,10,S,6,70843.55555555562
MEGHALAYA,2022-04-09,10,S,7,61158.9795918368
MEGHALAYA,2022-04-10,10,S,8,63967.0
MEGHALAYA,2022-04-11,10,S,8,63967.0
MEGHALAYA,2022-04-12,10,S,7,7168.775510204083
MEGHALAYA,2022-04-13,10,S,5,9132.160000000033
MEGHALAYA,2022-04-14,10,S,4,10510.6875
MEGHALAYA,2022-04-15,10,M,6,134839.58333333337
MEGHALAYA,2022-04-16,10,M,7,126372.97959183669
MEGHALAYA,2022-04-17,10,M,7,126372.97959183669
MEGHALAYA,2022-04-18,10,M,6,147348.22222222213
MEGHALAYA,2022-04-19,10,M,6,147348.22222222213
MEGHALAYA,2022-04-20,10,M,10,108239.15999999997
MEGHALAYA,2022-04-21,10,M,10,109802.03999999998
MEGHALAYA,2022-04-22,10,M,10,109802.03999999998
MEGHALAYA,2022-04-23,10,M,9,28471.87654320986
MEGHALAYA,2022-04-24,10,M,10,26202.290000000037
MEGHALAYA,2022-04-25,10,M,8,16091.6875
MEGHALAYA,2022-04-26,10,M,6,20024.22222222219
MEGHALAYA,2022-04-27,10,M,7,17864.693877551064
MEGHALAYA,2022-04-28,10,S,9,32870.17283950606
MEGHALAYA,2022-04-29,10,S,9,32870.17283950606
MEGHALAYA,2022-04-30,10,S,9,32870.17283950606
MEGHALAYA,2022-05-01,10,S,8,62218.234375
MEGHALAYA,2022-05-02,10,S,6,68672.55555555562
MEGHALAYA,2022-05-03,10,S,6,77629.91666666663
MEGHALAYA,2022-05-04,10,S,7,92959.55102040817
MEGHALAYA,2022-05-05,10,S,8,93919.6875
MEGHALAYA,2022-05-06,10,S,9,97206.88888888888
MEGHALAYA,2022-05-07,10,S,8,111831.1875
MEGHALAYA,2022-05-08,10,S,6,116196.66666666669
MEGHALAYA,2022-05-09,10,S,7,110617.55102040817
MEGHALAYA,2022-05-10,10,S,7,110617.55102040817
MEGHALAYA,2022-05-11,10,S,6,117652.91666666669
MEGHALAYA,2022-05-12,10,S,6,117652.91666666669
MEGHALAYA,2022-05-13,10,S,6,72909.80555555562
MEGHALAYA,2022-05-14,10,S,5,82007.44
MEGHALAYA,2022-05-15,10,S,4,97827.5
MEGHALAYA,2022-05-16,10,S,4,84145.6875
MEGHALAYA,2022-05-17,10,M,3,8324.666666666686
MEGHALAYA,2022-05-18,10,M,4,8118.5
MEGHALAYA,2022-05-19,10,M,4,8118.5
MEGHALAYA,2022-05-20,10,M,4,8118.5
MEGHALAYA,2022-05-21,10,M,4,8118.5
MEGHALAYA,2022-05-22,10,S,4,15653.6875
MEGHALAYA,2022-05-23,10,M,5,34791.59999999998
MEGHALAYA,2022-05-24,10,M,5,34791.59999999998
MEGHALAYA,2022-05-25,10,S,5,31055.03999999998
MEGHALAYA,2022-05-26,10,M,4,23164.1875
MEGHALAYA,2022-05-27,10,S,5,31421.20000000001
MEGHALAYA,2022-05-28,10,XS,6,38873.0
MEGHALAYA,2022-05-29,10,XS,6,38873.0
MEGHALAYA,2022-05-30,10,S,5,31421.20000000001
MEGHALAYA,2022-05-31,10,S,5,25740.560000000056
MEGHALAYA,2022-06-01,10,S,6,27072.888888888818
MEGHALAYA,2022-06-02,10,S,5,31942.160000000033
MEGHALAYA,2022-06-03,10,S,6,37726.22222222225
MEGHALAYA,2022-06-04,10,S,5,31942.160000000033
MEGHALAYA,2022-06-05,10,S,5,31942.160000000033
MEGHALAYA,2022-06-06,10,S,4,38734.1875
MEGHALAYA,2022-06-07,10,S,6,27511.25
MEGHALAYA,2022-06-08,10,S,6,27511.25
MEGHALAYA,2022-06-09,10,S,5,32775.360000000044
MEGHALAYA,2022-06-10,10,M,4,7701.6875
MEGHALAYA,2022-06-11,10,M,4,7701.6875
MEGHALAYA,2022-06-12,10,S,5,89859.03999999998
MEGHALAYA,2022-06-13,10,M,4,7701.6875
MEGHALAYA,2022-06-14,10,M,6,21521.888888888934
MEGHALAYA,2022-06-15,10,M,6,21521.888888888934
MEGHALAYA,2022-06-16,10,M,6,21521.888888888934
MEGHALAYA,2022-06-17,10,XS,7,84030.24489795923
MEGHALAYA,2022-06-18,10,M,6,26606.333333333314
MEGHALAYA,2022-06-19,10,XS,7,77572.69387755106
MEGHALAYA,2022-06-20,10,XS,7,77572.69387755106
MEGHALAYA,2022-06-21,10,XS,7,77572.69387755106
MEGHALAYA,2022-06-22,10,XS,7,77572.69387755106
MEGHALAYA,2022-06-23,10,XS,7,77572.69387755106
MEGHALAYA,2022-06-24,10,XS,5,10891.359999999986
MEGHALAYA,2022-06-25,10,XS,5,10891.359999999986
MEGHALAYA,2022-06-26,10,XS,5,10668.799999999988
MEGHALAYA,2022-06-27,10,XL,4,164194.25
MEGHALAYA,2022-06-28,10,XL,4,164194.25
MEGHALAYA,2022-06-29,10,XL,4,164194.25
MEGHALAYA,2022-06-30,10,XL,4,164194.25
MEGHALAYA,2022-07-01,10,XL,3,213.55555555553292
MEGHALAYA,2022-07-02,10,XL,3,213.55555555553292
MEGHALAYA,2022-07-03,10,XL,3,213.55555555553292
MEGHALAYA,2022-07-04,10,XL,1,0.0
MEGHALAYA,2022-07-05,10,XS,1,0.0
MIZORAM,2022-04-03,10,M,1,0.0
MIZORAM,2022-04-04,10,M,2,22052.25
MIZORAM,2022-04-05,10,M,2,22052.25
MIZORAM,2022-04-06,10,M,2,22052.25
MIZORAM,2022-04-07,10,M,2,22052.25
MIZORAM,2022-04-08,10,M,2,22052.25
MIZORAM,2022-04-09,10,L,2,6320.25
MIZORAM,2022-04-10,10,L,2,6320.25
MIZORAM,2022-04-11,10,L,2,6320.25
MIZORAM,2022-04-12,10,L,2,6320.25
MIZORAM,2022-04-13,10,XXL,2,272.25
MIZORAM,2022-04-14,10,XXL,2,272.25
MIZORAM,2022-04-15,10,XL,2,0.0
MIZORAM,2022-04-16,10,XL,2,0.0
MIZORAM,2022-04-17,10,XL,2,0.0
MIZORAM,2022-04-18,10,XL,2,0.0
MIZORAM,2022-04-19,10,XL,2,0.0
MIZORAM,2022-04-20,10,XL,2,0.0
MIZORAM,2022-04-21,10,XL,2,0.0
MIZORAM,2022-04-22,10,XL,2,0.0
MIZORAM,2022-04-23,10,XL,3,4867.555555555504
MIZORAM,2022-04-24,10,XL,2,5476.0
MIZORAM,2022-04-25,10,L,2,1640.25
MIZORAM,2022-04-26,10,L,2,1640.25
MIZORAM,2022-04-27,10,XS,3,5282.666666666686
MIZORAM,2022-04-28,10,S,3,5600.888888888876
MIZORAM,2022-04-29,10,S,3,5600.888888888876
MIZORAM,2022-04-30,10,S,3,5600.888888888876
MIZORAM,2022-05-01,10,S,3,5600.888888888876
MIZORAM,2022-05-02,10,S,3,5600.888888888876
MIZORAM,2022-05-03,10,S,3,5600.888888888876
MIZORAM,2022-05-04,10,S,3,5600.888888888876
MIZORAM,2022-05-05,10,S,3,5600.888888888876
MIZORAM,2022-05-06,10,S,3,5600.888888888876
MIZORAM,2022-05-07,10,XXL,3,70108.22222222213
MIZORAM,2022-05-08,10,XXL,3,61161.555555555504
MIZORAM,2022-05-09,10,XXL,3,61161.555555555504
MIZORAM,2022-05-10,10,XXL,3,61161.555555555504
MIZORAM,2022-05-11,10,XXL,3,61161.555555555504
MIZORAM,2022-05-12,10,XXL,3,61161.555555555504
MIZORAM,2022-05-13,10,L,3,9014.0
MIZORAM,2022-05-14,10,L,2,650.25
MIZORAM,2022-05-15,10,L,3,12240.222222222248
MIZORAM,2022-05-16,10,L,3,12240.222222222248
MIZORAM,2022-05-17,10,L,3,12240.222222222248
MIZORAM,2022-05-18,10,L,3,12240.222222222248
MIZORAM,2022-05-19,10,XL,4,15577.0
MIZORAM,2022-05-20,10,XL,4,27206.1875
MIZORAM,2022-05-21,10,XL,4,27206.1875
MIZORAM,2022-05-22,10,XL,4,27206.1875
MIZORAM,2022-05-23,10,XL,4,27206.1875
MIZORAM,2022-05-24,10,XL,4,27206.1875
MIZORAM,2022-05-25,10,XL,3,11046.888888888905
MIZORAM,2022-05-26,10,XL,3,11046.888888888905
MIZORAM,2022-05-27,10,M,2,0.0
MIZORAM,2022-05-28,10,M,2,0.0
MIZORAM,2022-05-29,10,M,2,0.0
MIZORAM,2022-05-30,10,M,2,0.0
MIZORAM,2022-05-31,10,3XL,4,2735.25
MIZORAM,2022-06-01,10,3XL,4,2735.25
MIZORAM,2022-06-02,10,3XL,4,2735.25
MIZORAM,2022-06-03,10,3XL,4,2735.25
MIZORAM,2022-06-04,10,3XL,4,2735.25
MIZORAM,2022-06-05,10,3XL,4,2735.25
MIZORAM,2022-06-06,10,3XL,4,2735.25
MIZORAM,2022-06-07,10,3XL,4,2735.25
MIZORAM,2022-06-08,10,3XL,4,2735.25
MIZORAM,2022-06-09,10,3XL,4,2735.25
MIZORAM,2022-06-10,10,L,1,0.0
MIZORAM,2022-06-11,10,XXL,2,6241.0
MIZORAM,2022-06-12,10,XXL,2,6241.0
MIZORAM,2022-06-13,10,XXL,2,6241.0
MIZORAM,2022-06-14,10,XXL,2,6241.0
MIZORAM,2022-06-15,10,XXL,3,4908.222222222248
MIZORAM,2022-06-16,10,XXL,3,4908.222222222248
MIZORAM,2022-06-17,10,XXL,3,4908.222222222248
MIZORAM,2022-06-18,10,XXL,3,4908.222222222248
MIZORAM,2022-06-19,10,XXL,3,4908.222222222248
MIZORAM,2022-06-20,10,XXL,2,110.25
MIZORAM,2022-06-21,10,M,1,0.0
MIZORAM,2022-06-22,10,M,1,0.0
MIZORAM,2022-06-23,10,M,1,0.0
MIZORAM,2022-06-24,10,XXL,3,107280.22222222236
MIZORAM,2022-06-25,10,XXL,3,141482.888888889
MIZORAM,2022-06-26,10,XXL,3,141482.888888889
MIZORAM,2022-06-27,10,XXL,3,141482.888888889
MIZORAM,2022-06-28,10,XXL,3,141482.888888889
MIZORAM,2022-06-29,10,XXL,3,141482.888888889
MIZORAM,2022-06-30,10,XXL,3,141482.888888889
MIZORAM,2022-07-01,10,XXL,3,141482.888888889
MIZORAM,2022-07-02,10,XXL,3,141482.888888889
MIZORAM,2022-07-03,10,XXL,3,141482.888888889
MIZORAM,2022-07-04,10,M,1,0.0
MIZORAM,2022-07-05,10,M,1,0.0
NAGALAND,2022-04-02,10,S,1,0.0
NAGALAND,2022-04-03,10,L,1,0.0
NAGALAND,2022-04-04,10,L,2,25440.25
NAGALAND,2022-04-05,10,L,3,23649.555555555504
NAGALAND,2022-04-06,10,L,3,23649.555555555504
NAGALAND,2022-04-07,10,L,3,23649.555555555504
NAGALAND,2022-04-08,10,L,3,23649.555555555504
NAGALAND,2022-04-09,10,L,4,20841.25
NAGALAND,2022-04-10,10,L,4,20841.25
NAGALAND,2022-04-11,10,L,6,20815.0
NAGALAND,2022-04-12,10,L,6,20815.0
NAGALAND,2022-04-13,10,L,5,23244.0
NAGALAND,2022-04-14,10,L,4,14339.6875
NAGALAND,2022-04-15,10,L,3,17424.888888888934
NAGALAND,2022-04-16,10,L,4,13927.1875
NAGALAND,2022-04-17,10,L,4,13927.1875
NAGALAND,2022-04-18,10,L,4,13927.1875
NAGALAND,2022-04-19,10,L,3,12969.555555555504
NAGALAND,2022-04-20,10,L,3,12969.555555555504
NAGALAND,2022-04-21,10,XS,2,8649.0
NAGALAND,2022-04-22,10,XXL,3,11084.22222222219
NAGALAND,2022-04-23,10,XXL,3,11084.22222222219
NAGALAND,2022-04-24,10,XXL,3,11084.22222222219
NAGALAND,2022-04-25,10,M,3,1989.555555555562
NAGALAND,2022-04-26,10,M,3,1989.555555555562
NAGALAND,2022-04-27,10,M,3,1989.555555555562
NAGALAND,2022-04-28,10,M,3,1989.555555555562
NAGALAND,2022-04-29,10,M,4,98446.25
NAGALAND,2022-04-30,10,M,4,98446.25
NAGALAND,2022-05-01,10,M,6,76202.91666666663
NAGALAND,2022-05-02,10,M,6,76202.91666666663
NAGALAND,2022-05-03,10,M,5,81010.15999999992
NAGALAND,2022-05-04,10,M,5,81010.15999999992
NAGALAND,2022-05-05,10,M,5,90068.56000000006
NAGALAND,2022-05-06,10,M,5,90068.56000000006
NAGALAND,2022-05-07,10,M,5,90068.56000000006
NAGALAND,2022-05-08,10,XXL,5,52382.55999999994
NAGALAND,2022-05-09,10,XXL,6,57363.47222222219
NAGALAND,2022-05-10,10,XXL,7,248276.85714285704
NAGALAND,2022-05-11,10,XXL,9,198731.7283950618
NAGALAND,2022-05-12,10,XXL,10,183753.89000000013
NAGALAND,2022-05-13,10,XXL,10,183753.89000000013
NAGALAND,2022-05-14,10,XXL,10,207540.29000000004
NAGALAND,2022-05-15,10,XXL,9,230522.54320987652
NAGALAND,2022-05-16,10,XXL,9,230522.54320987652
NAGALAND,2022-05-17,10,XXL,10,198055.41000000003
NAGALAND,2022-05-18,10,L,8,172294.109375
NAGALAND,2022-05-19,10,L,8,172294.109375
NAGALAND,2022-05-20,10,XXL,6,36124.805555555504
NAGALAND,2022-05-21,10,L,7,127459.95918367349
NAGALAND,2022-05-22,10,L,7,127459.95918367349
NAGALAND,2022-05-23,10,XL,7,62924.20408163278
NAGALAND,2022-05-24,10,XL,7,62924.20408163278
NAGALAND,2022-05-25,10,XL,6,46109.47222222225
NAGALAND,2022-05-26,10,XL,5,54652.96000000008
NAGALAND,2022-05-27,10,XXL,2,0.0
NAGALAND,2022-05-28,10,XXL,2,0.0
NAGALAND,2022-05-29,10,XXL,2,0.0
NAGALAND,2022-05-30,10,M,3,95258.0
NAGALAND,2022-05-31,10,XL,3,90874.88888888899
NAGALAND,2022-06-01,10,XL,4,68286.1875
NAGALAND,2022-06-02,10,M,4,71673.1875
NAGALAND,2022-06-03,10,M,4,71673.1875
NAGALAND,2022-06-04,10,M,3,35294.0
NAGALAND,2022-06-05,10,XL,3,34322.0
NAGALAND,2022-06-06,10,M,5,55794.96000000008
NAGALAND,2022-06-07,10,M,5,30044.159999999916
NAGALAND,2022-06-08,10,M,5,30044.159999999916
NAGALAND,2022-06-09,10,XL,5,33331.83999999997
NAGALAND,2022-06-10,10,M,4,36637.1875
NAGALAND,2022-06-11,10,L,3,19433.555555555504
NAGALAND,2022-06-12,10,L,3,19433.555555555504
NAGALAND,2022-06-13,10,XL,4,35406.6875
NAGALAND,2022-06-14,10,XL,4,35406.6875
